invoice_no,invoice_date,invoice_month,country,market_group,day_type,invoice_total,total_units,distinct_items,customer_id,invoice_value_zscore,is_high_value_outlier_iqr,is_high_value_outlier_zscore
565840,2011-09-07 12:02:00,2011-09,United Kingdom,United Kingdom,Weekday,1746.79,540,247,,0.6816671211043345,True,False
561671,2011-07-28 17:17:00,2011-07,United Kingdom,United Kingdom,Weekday,1746.72,2064,10,12830,0.6816278033833422,True,False
570242,2011-10-09 15:40:00,2011-10,United Kingdom,United Kingdom,Weekend,1743.1499999999999,1428,28,16380,0.6796225996127367,True,False
554282,2011-05-23 14:01:00,2011-05,United Kingdom,United Kingdom,Weekday,1742.8,848,6,15769,0.6794260110077754,True,False
555275,2011-06-01 17:18:00,2011-06,United Kingdom,United Kingdom,Weekday,1742.3899999999999,506,212,,0.6791957214991065,True,False
550542,2011-04-19 11:37:00,2011-04,United Kingdom,United Kingdom,Weekday,1739.56,475,172,,0.6776061622075622,True,False
550470,2011-04-18 13:49:00,2011-04,United Kingdom,United Kingdom,Weekday,1736.79,553,301,,0.6760503038197255,True,False
539738,2010-12-21 15:19:00,2010-12,United Kingdom,United Kingdom,Weekday,1736.26,222,93,,0.6757526125036413,True,False
544434,2011-02-18 16:12:00,2011-02,United Kingdom,United Kingdom,Weekday,1736.06,530,206,,0.6756402761579491,True,False
575703,2011-11-10 16:59:00,2011-11,United Kingdom,United Kingdom,Weekday,1735.3000000000002,902,11,13767,0.675213398044319,True,False
560398,2011-07-18 14:10:00,2011-07,France,International,Weekday,1734.58,838,32,12731,0.674808987199827,True,False
545333,2011-03-01 16:22:00,2011-03,United Kingdom,United Kingdom,Weekday,1734.52,429,158,,0.6747752862961194,True,False
554271,2011-05-23 13:06:00,2011-05,United Kingdom,United Kingdom,Weekday,1733.8500000000001,1479,14,16422,0.6743989595380506,True,False
566213,2011-09-09 15:09:00,2011-09,United Kingdom,United Kingdom,Weekday,1732.93,959,74,14895,0.6738822123478666,True,False
570092,2011-10-07 11:51:00,2011-10,United Kingdom,United Kingdom,Weekday,1728.0,964,6,16029,0.6711131214265544,True,False
546367,2011-03-11 11:38:00,2011-03,United Kingdom,United Kingdom,Weekday,1726.6000000000001,504,30,15513,0.6703267670067092,True,False
565014,2011-08-31 16:28:00,2011-08,United Kingdom,United Kingdom,Weekday,1724.8,956,15,16180,0.6693157398954795,True,False
539257,2010-12-16 14:29:00,2010-12,United Kingdom,United Kingdom,Weekday,1722.9,532,6,16210,0.6682485446114039,True,False
559796,2011-07-12 13:30:00,2011-07,United Kingdom,United Kingdom,Weekday,1722.05,400,62,,0.6677711151422121,True,False
549115,2011-04-06 12:41:00,2011-04,United Kingdom,United Kingdom,Weekday,1722.02,1120,35,13098,0.6677542646903583,True,False
560433,2011-07-18 15:49:00,2011-07,United Kingdom,United Kingdom,Weekday,1721.77,582,238,,0.6676138442582431,True,False
562843,2011-08-09 17:37:00,2011-08,United Kingdom,United Kingdom,Weekday,1718.73,436,205,,0.6659063318037219,True,False
542255,2011-01-26 16:43:00,2011-01,United Kingdom,United Kingdom,Weekday,1718.73,408,198,,0.6659063318037219,True,False
572869,2011-10-26 13:21:00,2011-10,Japan,International,Weekday,1718.4,960,1,12798,0.66572097683333,True,False
541965,2011-01-24 13:27:00,2011-01,Germany,International,Weekday,1716.62,909,53,12625,0.6647211833566694,True,False
540550,2011-01-10 09:11:00,2011-01,Spain,International,Weekday,1715.85,643,93,12539,0.6642886884257546,True,False
542303,2011-01-27 11:05:00,2011-01,Spain,International,Weekday,1715.85,643,93,12539,0.6642886884257546,True,False
556636,2011-06-13 15:30:00,2011-06,United Kingdom,United Kingdom,Weekday,1715.65,451,189,,0.6641763520800625,True,False
570188,2011-10-07 15:13:00,2011-10,United Kingdom,United Kingdom,Weekday,1714.96,728,15,13763,0.6637887916874244,True,False
536804,2010-12-02 16:34:00,2010-12,United Kingdom,United Kingdom,Weekday,1714.25,531,25,14031,0.6633899976602172,True,False
548863,2011-04-04 13:57:00,2011-04,United Kingdom,United Kingdom,Weekday,1713.74,1050,45,15311,0.6631035399787022,True,False
546096,2011-03-09 11:59:00,2011-03,United Kingdom,United Kingdom,Weekday,1711.06,1566,55,15502,0.661598232946427,True,False
559928,2011-07-14 08:52:00,2011-07,Finland,International,Weekday,1710.39,857,54,12405,0.6612219061883583,True,False
563819,2011-08-19 11:56:00,2011-08,United Kingdom,United Kingdom,Weekday,1708.68,500,8,14062,0.6602614304326901,True,False
567161,2011-09-18 10:46:00,2011-09,United Kingdom,United Kingdom,Weekend,1708.24,898,29,15947,0.6600142904721673,True,False
563351,2011-08-15 14:17:00,2011-08,United Kingdom,United Kingdom,Weekday,1706.88,629,43,16902,0.6592504033214606,True,False
536975,2010-12-03 14:04:00,2010-12,EIRE,International,Weekday,1705.65,827,71,14911,0.6585595347954536,True,False
548522,2011-03-31 16:43:00,2011-03,United Kingdom,United Kingdom,Weekday,1705.13,387,147,,0.658267460296654,True,False
564838,2011-08-30 12:43:00,2011-08,United Kingdom,United Kingdom,Weekday,1704.22,462,194,,0.6577563299237545,True,False
566788,2011-09-15 10:31:00,2011-09,United Kingdom,United Kingdom,Weekday,1702.94,917,26,14306,0.6570373773113246,True,False
550914,2011-04-21 13:29:00,2011-04,United Kingdom,United Kingdom,Weekday,1701.5,522,28,17061,0.656228555622341,True,False
548160,2011-03-29 13:33:00,2011-03,United Kingdom,United Kingdom,Weekday,1700.4,1340,53,16253,0.655610705721034,True,False
556108,2011-06-08 17:59:00,2011-06,United Kingdom,United Kingdom,Weekday,1698.38,455,220,,0.654476108629543,True,False
571328,2011-10-17 11:27:00,2011-10,Germany,International,Weekday,1697.98,1557,99,12473,0.6542514359381586,True,False
543994,2011-02-15 10:41:00,2011-02,United Kingdom,United Kingdom,Weekday,1696.4,1280,4,12931,0.6533639788071904,True,False
554348,2011-05-24 08:49:00,2011-05,United Kingdom,United Kingdom,Weekday,1695.54,438,66,13523,0.652880932520714,True,False
545701,2011-03-06 15:17:00,2011-03,United Kingdom,United Kingdom,Weekend,1695.21,826,63,17107,0.6526955775503219,True,False
538664,2010-12-13 15:46:00,2010-12,United Kingdom,United Kingdom,Weekday,1695.1200000000001,844,33,14733,0.6526450261947605,True,False
542276,2011-01-27 10:19:00,2011-01,Lebanon,International,Weekday,1693.88,386,45,12764,0.651948540851469,True,False
568510,2011-09-27 12:26:00,2011-09,United Kingdom,United Kingdom,Weekday,1693.7,1321,58,13555,0.6518474381403461,True,False
553978,2011-05-20 11:03:00,2011-05,United Kingdom,United Kingdom,Weekday,1692.0,1000,6,16182,0.6508925792019625,True,False
562417,2011-08-04 16:32:00,2011-08,United Kingdom,United Kingdom,Weekday,1691.3799999999999,526,150,,0.6505443365303166,True,False
562420,2011-08-04 16:38:00,2011-08,United Kingdom,United Kingdom,Weekday,1691.32,523,174,,0.650510635626609,True,False
562553,2011-08-05 16:34:00,2011-08,United Kingdom,United Kingdom,Weekday,1689.6599999999999,579,186,,0.649578243957364,True,False
539654,2010-12-20 17:05:00,2010-12,United Kingdom,United Kingdom,Weekday,1689.12,789,50,17340,0.6492749358239951,True,False
572499,2011-10-24 14:10:00,2011-10,United Kingdom,United Kingdom,Weekday,1687.46,1020,97,15786,0.6483425441547501,True,False
546328,2011-03-11 10:19:00,2011-03,EIRE,International,Weekday,1687.17,1,1,14911,0.6481796564534964,True,False
546329,2011-03-11 10:22:00,2011-03,EIRE,International,Weekday,1687.17,1,1,14911,0.6481796564534964,True,False
561217,2011-07-25 17:09:00,2011-07,United Kingdom,United Kingdom,Weekday,1685.6399999999999,382,208,,0.6473202834089512,True,False
568721,2011-09-28 16:24:00,2011-09,United Kingdom,United Kingdom,Weekday,1684.26,487,242,,0.6465451626236752,True,False
544097,2011-02-16 09:56:00,2011-02,Cyprus,International,Weekday,1683.9,1522,41,12455,0.6463429572014293,True,False
560718,2011-07-20 13:30:00,2011-07,United Kingdom,United Kingdom,Weekday,1682.5900000000001,1005,26,17677,0.6456071541371456,True,False
581410,2011-12-08 14:14:00,2011-12,United Kingdom,United Kingdom,Weekday,1681.54,1069,25,13098,0.6450173883222616,True,False
536938,2010-12-03 12:05:00,2010-12,United Kingdom,United Kingdom,Weekday,1680.88,464,14,14680,0.6446466783814775,True,False
553387,2011-05-16 16:33:00,2011-05,United Kingdom,United Kingdom,Weekday,1680.06,382,157,,0.6441860993641395,True,False
557324,2011-06-20 09:41:00,2011-06,United Kingdom,United Kingdom,Weekday,1674.72,372,191,,0.6411867189341584,True,False
575751,2011-11-11 10:32:00,2011-11,EIRE,International,Weekday,1674.65,840,47,14911,0.6411474012131662,True,False
562113,2011-08-02 16:11:00,2011-08,United Kingdom,United Kingdom,Weekday,1674.5,424,182,,0.6410631489538969,True,False
568949,2011-09-29 15:13:00,2011-09,United Kingdom,United Kingdom,Weekday,1670.72,498,220,,0.6389399920203148,True,False
568538,2011-09-27 14:07:00,2011-09,United Kingdom,United Kingdom,Weekday,1668.84,717,9,15061,0.6378840303708083,True,False
537214,2010-12-05 15:35:00,2010-12,United Kingdom,United Kingdom,Weekend,1668.2,2048,13,16422,0.6375245540645934,True,False
560925,2011-07-22 09:02:00,2011-07,United Kingdom,United Kingdom,Weekday,1665.1999999999998,336,10,15061,0.6358395088792106,True,False
546136,2011-03-09 16:32:00,2011-03,United Kingdom,United Kingdom,Weekday,1659.07,402,219,,0.6323963998837454,True,False
566575,2011-09-13 13:15:00,2011-09,United Kingdom,United Kingdom,Weekday,1658.9,1238,8,17133,0.6323009139899072,True,False
569857,2011-10-06 14:31:00,2011-10,United Kingdom,United Kingdom,Weekday,1658.16,744,5,12939,0.6318852695108461,True,False
547249,2011-03-22 09:27:00,2011-03,United Kingdom,United Kingdom,Weekday,1656.3,437,174,,0.6308405414959088,True,False
545719,2011-03-07 10:28:00,2011-03,United Kingdom,United Kingdom,Weekday,1656.15,599,68,13344,0.6307562892366397,True,False
565233,2011-09-02 09:34:00,2011-09,United Kingdom,United Kingdom,Weekday,1656.08,456,211,,0.6307169715156474,True,False
550986,2011-04-21 18:06:00,2011-04,United Kingdom,United Kingdom,Weekday,1654.97,378,153,,0.6300935047970558,True,False
564065,2011-08-22 15:05:00,2011-08,United Kingdom,United Kingdom,Weekday,1654.31,1228,103,15150,0.6297227948562717,True,False
541680,2011-01-20 14:18:00,2011-01,United Kingdom,United Kingdom,Weekday,1652.27,1059,16,14062,0.6285769641302115,True,False
564757,2011-08-30 10:36:00,2011-08,United Kingdom,United Kingdom,Weekday,1651.18,353,186,,0.6279647310461891,True,False
556507,2011-06-13 09:55:00,2011-06,France,International,Weekday,1650.1,557,61,12567,0.6273581147794512,True,False
547419,2011-03-23 10:27:00,2011-03,United Kingdom,United Kingdom,Weekday,1649.58,1135,15,15061,0.6270660402806516,True,False
561295,2011-07-26 12:28:00,2011-07,United Kingdom,United Kingdom,Weekday,1648.73,1057,28,15311,0.6265886108114599,True,False
566221,2011-09-09 16:13:00,2011-09,United Kingdom,United Kingdom,Weekday,1648.29,492,187,,0.6263414708509372,True,False
555115,2011-05-31 14:58:00,2011-05,United Kingdom,United Kingdom,Weekday,1646.8,321,64,,0.6255045650755304,True,False
564758,2011-08-30 10:39:00,2011-08,United Kingdom,United Kingdom,Weekday,1645.83,373,211,,0.6249597337989233,True,False
537457,2010-12-07 09:51:00,2010-12,United Kingdom,United Kingdom,Weekday,1644.94,914,19,17511,0.6244598370605932,True,False
543467,2011-02-08 14:35:00,2011-02,United Kingdom,United Kingdom,Weekday,1644.26,363,199,,0.6240778934852398,True,False
566790,2011-09-15 10:35:00,2011-09,United Kingdom,United Kingdom,Weekday,1643.2,678,26,17679,0.6234825108530713,True,False
545341,2011-03-02 09:03:00,2011-03,United Kingdom,United Kingdom,Weekday,1642.5,150,1,17949,0.6230893336431486,True,False
551259,2011-04-27 12:04:00,2011-04,United Kingdom,United Kingdom,Weekday,1642.5,150,1,17949,0.6230893336431486,True,False
566867,2011-09-15 12:56:00,2011-09,United Kingdom,United Kingdom,Weekday,1642.18,902,8,13694,0.6229095954900412,True,False
566282,2011-09-11 14:29:00,2011-09,United Kingdom,United Kingdom,Weekend,1638.3400000000001,644,21,15782,0.6207527376527514,True,False
565214,2011-09-01 17:20:00,2011-09,EIRE,International,Weekday,1638.24,408,13,14911,0.6206965694799053,True,False
543300,2011-02-07 11:42:00,2011-02,United Kingdom,United Kingdom,Weekday,1637.19,829,124,13334,0.6201068036650214,True,False
572567,2011-10-25 10:27:00,2011-10,Switzerland,International,Weekday,1635.6599999999999,1394,85,12398,0.619247430620476,True,False
561651,2011-07-28 15:36:00,2011-07,United Kingdom,United Kingdom,Weekday,1634.54,407,182,,0.6186183470846,True,False
549295,2011-04-07 19:49:00,2011-04,United Kingdom,United Kingdom,Weekday,1633.1299999999999,418,191,,0.61782637584747,True,False
572734,2011-10-25 15:34:00,2011-10,United Kingdom,United Kingdom,Weekday,1632.63,1389,15,13694,0.6175455349832397,True,False
567853,2011-09-22 13:31:00,2011-09,United Kingdom,United Kingdom,Weekday,1632.62,1476,110,15484,0.617539918165955,True,False
552857,2011-05-11 15:34:00,2011-05,United Kingdom,United Kingdom,Weekday,1631.61,369,174,,0.6169726196202096,True,False
537201,2010-12-05 14:19:00,2010-12,Germany,International,Weekend,1631.3,972,70,12472,0.6167984982843866,True,False
552826,2011-05-11 13:20:00,2011-05,France,International,Weekday,1629.03,855,71,14277,0.6155234807607805,True,False
561369,2011-07-26 16:21:00,2011-07,United Kingdom,United Kingdom,Weekday,1627.48,431,161,,0.6146528740816661,True,False
550474,2011-04-18 13:58:00,2011-04,United Kingdom,United Kingdom,Weekday,1625.27,502,249,,0.6134115574617676,True,False
548324,2011-03-30 13:01:00,2011-03,United Kingdom,United Kingdom,Weekday,1622.48,2048,11,13316,0.6118444654393617,True,False
548497,2011-03-31 13:43:00,2011-03,United Kingdom,United Kingdom,Weekday,1622.41,725,57,13089,0.6118051477183695,True,False
556127,2011-06-09 10:23:00,2011-06,Denmark,International,Weekday,1621.25,793,48,12406,0.6111535969133548,True,False
559162,2011-07-06 16:29:00,2011-07,United Kingdom,United Kingdom,Weekday,1618.34,683,237,,0.6095191030835335,True,False
576137,2011-11-14 10:45:00,2011-11,United Kingdom,United Kingdom,Weekday,1617.56,680,13,15482,0.6090809913353341,True,False
561515,2011-07-27 15:16:00,2011-07,United Kingdom,United Kingdom,Weekday,1617.03,434,190,,0.6087833000192499,True,False
546213,2011-03-10 11:37:00,2011-03,EIRE,International,Weekday,1614.6,108,3,14156,0.6074184134190899,True,False
550272,2011-04-15 12:14:00,2011-04,United Kingdom,United Kingdom,Weekday,1612.83,3843,28,18079,0.606424236759714,True,False
561258,2011-07-26 12:03:00,2011-07,United Kingdom,United Kingdom,Weekday,1611.1100000000001,861,38,15513,0.6054581441867615,True,False
564311,2011-08-24 12:52:00,2011-08,United Kingdom,United Kingdom,Weekday,1611.0,900,4,15769,0.6053963591966307,True,False
541115,2011-01-13 15:34:00,2011-01,Italy,International,Weekday,1608.66,748,70,12578,0.6040820239520323,True,False
548502,2011-03-31 14:17:00,2011-03,United Kingdom,United Kingdom,Weekday,1607.8,418,58,,0.6035989776655558,True,False
557670,2011-06-22 10:11:00,2011-06,Japan,International,Weekday,1607.04,2256,6,12798,0.6031720995519255,True,False
572766,2011-10-26 10:03:00,2011-10,United Kingdom,United Kingdom,Weekday,1603.06,746,11,16013,0.6009366062726512,True,False
550471,2011-04-18 13:52:00,2011-04,United Kingdom,United Kingdom,Weekday,1599.85,553,243,,0.5991336079242917,True,False
566581,2011-09-13 13:47:00,2011-09,United Kingdom,United Kingdom,Weekday,1599.55,887,107,16081,0.5989651034057535,True,False
563195,2011-08-12 16:36:00,2011-08,United Kingdom,United Kingdom,Weekday,1598.57,389,196,,0.5984146553118618,True,False
566866,2011-09-15 12:55:00,2011-09,United Kingdom,United Kingdom,Weekday,1596.24,1088,13,13694,0.597105936884548,True,False
562101,2011-08-02 14:04:00,2011-08,United Kingdom,United Kingdom,Weekday,1595.48,944,93,13850,0.5966790587709178,True,False
543555,2011-02-10 10:18:00,2011-02,United Kingdom,United Kingdom,Weekday,1592.61,616,68,17686,0.5950670322102349,True,False
560421,2011-07-18 15:13:00,2011-07,United Kingdom,United Kingdom,Weekday,1592.49,1,1,,0.5949996304028197,True,False
568376,2011-09-26 17:20:00,2011-09,United Kingdom,United Kingdom,Weekday,1592.1200000000001,690,20,14031,0.5947918081632892,True,False
564974,2011-08-31 15:32:00,2011-08,United Kingdom,United Kingdom,Weekday,1590.1499999999999,419,241,,0.5936852951582211,True,False
571745,2011-10-19 10:48:00,2011-10,EIRE,International,Weekday,1588.75,711,58,14911,0.592898940738376,True,False
545748,2011-03-07 11:52:00,2011-03,United Kingdom,United Kingdom,Weekday,1588.68,1476,14,17381,0.5928596230173837,True,False
546385,2011-03-11 13:13:00,2011-03,United Kingdom,United Kingdom,Weekday,1588.16,744,22,16652,0.5925675485185841,True,False
553718,2011-05-18 16:14:00,2011-05,United Kingdom,United Kingdom,Weekday,1588.12,420,181,,0.5925450812494455,True,False
546306,2011-03-10 16:16:00,2011-03,United Kingdom,United Kingdom,Weekday,1587.23,345,165,,0.5920451845111154,True,False
538826,2010-12-14 12:58:00,2010-12,Cyprus,International,Weekday,1587.07,916,82,12370,0.5919553154345616,True,False
560364,2011-07-18 12:15:00,2011-07,United Kingdom,United Kingdom,Weekday,1585.94,480,33,16705,0.5913206150814009,True,False
565230,2011-09-02 09:24:00,2011-09,United Kingdom,United Kingdom,Weekday,1585.92,437,31,16705,0.5913093814468317,True,False
560938,2011-07-22 11:16:00,2011-07,United Kingdom,United Kingdom,Weekday,1584.36,324,58,,0.5904331579504326,True,False
557673,2011-06-22 10:15:00,2011-06,United Kingdom,United Kingdom,Weekday,1581.85,883,13,16180,0.5890233368119958,True,False
562024,2011-08-01 16:07:00,2011-08,United Kingdom,United Kingdom,Weekday,1580.52,413,189,,0.5882763001131428,True,False
544599,2011-02-21 18:15:00,2011-02,United Kingdom,United Kingdom,Weekday,1579.58,418,230,,0.5877483192883896,True,False
570467,2011-10-10 16:06:00,2011-10,USA,International,Weekday,1579.51,1228,101,12607,0.5877090015673974,True,False
540834,2011-01-11 14:50:00,2011-01,United Kingdom,United Kingdom,Weekday,1578.31,624,36,14733,0.5870349834932442,True,False
571433,2011-10-17 13:19:00,2011-10,United Kingdom,United Kingdom,Weekday,1576.6,904,87,13015,0.5860745077375762,True,False
546091,2011-03-09 11:53:00,2011-03,Channel Islands,International,Weekday,1576.3600000000001,944,81,14936,0.5859397041227457,True,False
569247,2011-10-03 10:08:00,2011-10,United Kingdom,United Kingdom,Weekday,1574.52,552,17,17924,0.5849062097423775,True,False
546008,2011-03-08 15:43:00,2011-03,United Kingdom,United Kingdom,Weekday,1572.65,422,204,,0.5838558649101557,True,False
538053,2010-12-09 13:34:00,2010-12,United Kingdom,United Kingdom,Weekday,1571.32,675,30,15856,0.5831088282113027,True,False
545937,2011-03-08 12:05:00,2011-03,Portugal,International,Weekday,1570.19,1109,56,12758,0.5824741278581419,True,False
541999,2011-01-25 10:45:00,2011-01,United Kingdom,United Kingdom,Weekday,1569.03,404,175,,0.5818225770531272,True,False
569127,2011-09-30 13:31:00,2011-09,United Kingdom,United Kingdom,Weekday,1568.4,600,12,15903,0.5814687175641969,True,False
569544,2011-10-04 16:33:00,2011-10,United Kingdom,United Kingdom,Weekday,1566.25,365,217,,0.5802611018480061,True,False
564965,2011-08-31 15:07:00,2011-08,United Kingdom,United Kingdom,Weekday,1565.82,987,22,17677,0.5800195787047678,True,False
564353,2011-08-24 15:08:00,2011-08,United Kingdom,United Kingdom,Weekday,1564.7,1165,85,15764,0.5793904951688916,True,False
564818,2011-08-30 12:10:00,2011-08,United Kingdom,United Kingdom,Weekday,1564.23,527,217,,0.5791265047565151,True,False
542344,2011-01-27 11:30:00,2011-01,United Kingdom,United Kingdom,Weekday,1563.96,359,181,,0.5789748506898306,True,False
562560,2011-08-05 17:12:00,2011-08,EIRE,International,Weekday,1563.18,739,143,14156,0.5785367389416312,True,False
580063,2011-12-01 13:29:00,2011-12,United Kingdom,United Kingdom,Weekday,1562.4,720,5,17450,0.5780986271934316,True,False
558862,2011-07-04 12:25:00,2011-07,United Kingdom,United Kingdom,Weekday,1561.0900000000001,856,77,13901,0.577362824129148,True,False
552550,2011-05-10 10:43:00,2011-05,United Kingdom,United Kingdom,Weekday,1560.3400000000001,1006,17,13881,0.5769415628328023,True,False
561367,2011-07-26 15:46:00,2011-07,United Kingdom,United Kingdom,Weekday,1557.36,334,56,,0.5752677512819887,True,False
569866,2011-10-06 14:50:00,2011-10,Portugal,International,Weekday,1556.42,1038,165,12757,0.5747397704572356,True,False
567673,2011-09-21 15:43:00,2011-09,United Kingdom,United Kingdom,Weekday,1555.8799999999999,367,195,,0.5744364623238666,True,False
563193,2011-08-12 16:30:00,2011-08,United Kingdom,United Kingdom,Weekday,1554.35,533,207,,0.5735770892793214,True,False
536575,2010-12-01 16:01:00,2010-12,United Kingdom,United Kingdom,Weekday,1552.98,858,8,13777,0.57280758531133,True,False
562980,2011-08-11 11:44:00,2011-08,United Kingdom,United Kingdom,Weekday,1552.6,737,84,17686,0.5725941462545149,True,False
542541,2011-01-28 14:25:00,2011-01,United Kingdom,United Kingdom,Weekday,1551.56,345,178,,0.5720099972569156,True,False
576927,2011-11-17 11:02:00,2011-11,France,International,Weekday,1551.3,772,81,12567,0.5718639600075157,True,False
575510,2011-11-10 10:33:00,2011-11,Netherlands,International,Weekday,1549.12,1040,10,14646,0.570639493839471,True,False
560090,2011-07-14 16:46:00,2011-07,United Kingdom,United Kingdom,Weekday,1548.83,462,255,,0.5704766061382174,True,False
541215,2011-01-14 13:42:00,2011-01,United Kingdom,United Kingdom,Weekday,1547.58,740,76,14329,0.5697745039776412,True,False
546884,2011-03-17 18:08:00,2011-03,United Kingdom,United Kingdom,Weekday,1546.93,372,180,,0.5694094108541418,True,False
567882,2011-09-22 15:03:00,2011-09,United Kingdom,United Kingdom,Weekday,1546.8600000000001,956,28,12906,0.5693700931331495,True,False
563558,2011-08-17 13:40:00,2011-08,EIRE,International,Weekday,1544.01,579,48,14156,0.5677693002070359,True,False
553206,2011-05-16 08:16:00,2011-05,EIRE,International,Weekday,1543.0,526,32,14156,0.5672020016612904,True,False
565231,2011-09-02 09:26:00,2011-09,United Kingdom,United Kingdom,Weekday,1542.6299999999999,465,166,,0.5669941794217598,True,False
547493,2011-03-23 12:06:00,2011-03,Austria,International,Weekday,1542.08,929,14,12818,0.5666852544711063,True,False
555344,2011-06-02 11:45:00,2011-06,United Kingdom,United Kingdom,Weekday,1541.98,845,30,15311,0.5666290862982603,True,False
554353,2011-05-24 09:10:00,2011-05,United Kingdom,United Kingdom,Weekday,1541.16,636,15,14258,0.5661685072809224,True,False
573426,2011-10-31 10:17:00,2011-10,United Kingdom,United Kingdom,Weekday,1540.73,357,53,,0.5659269841376842,True,False
549738,2011-04-12 09:28:00,2011-04,Hong Kong,International,Weekday,1539.64,732,32,,0.5653147510536619,True,False
544681,2011-02-22 16:28:00,2011-02,United Kingdom,United Kingdom,Weekday,1537.91,402,208,,0.5643430416634245,True,False
551414,2011-04-28 13:35:00,2011-04,United Kingdom,United Kingdom,Weekday,1537.2,867,85,15622,0.5639442476362173,True,False
548194,2011-03-29 15:30:00,2011-03,United Kingdom,United Kingdom,Weekday,1536.03,404,165,,0.563287080013918,True,False
563616,2011-08-18 09:39:00,2011-08,United Kingdom,United Kingdom,Weekday,1536.0,3840,5,13027,0.5632702295620642,True,False
561820,2011-07-29 16:00:00,2011-07,United Kingdom,United Kingdom,Weekday,1535.98,371,168,,0.563258995927495,True,False
548648,2011-04-01 13:20:00,2011-04,United Kingdom,United Kingdom,Weekday,1534.3,909,75,12949,0.5623153706236806,True,False
560716,2011-07-20 13:26:00,2011-07,United Kingdom,United Kingdom,Weekday,1532.76,600,70,17675,0.5614503807618509,True,False
553167,2011-05-13 16:19:00,2011-05,United Kingdom,United Kingdom,Weekday,1529.75,374,63,,0.5597597187591836,True,False
565841,2011-09-07 12:04:00,2011-09,United Kingdom,United Kingdom,Weekday,1528.29,426,189,,0.5589396634356307,True,False
570521,2011-10-11 10:43:00,2011-10,Switzerland,International,Weekday,1527.96,582,62,12371,0.5587543084652387,True,False
560451,2011-07-19 09:50:00,2011-07,EIRE,International,Weekday,1527.0,762,68,14911,0.5582150940059162,True,False
537065,2010-12-05 11:57:00,2010-12,France,International,Weekend,1526.92,611,63,12567,0.5581701594676394,True,False
564835,2011-08-30 12:31:00,2011-08,United Kingdom,United Kingdom,Weekday,1525.29,362,195,,0.5572546182502481,True,False
574678,2011-11-06 12:36:00,2011-11,United Kingdom,United Kingdom,Weekend,1524.77,843,89,13365,0.5569625437514484,True,False
564817,2011-08-30 12:02:00,2011-08,United Kingdom,United Kingdom,Weekday,1523.8799999999999,475,203,,0.5564626470131182,True,False
542517,2011-01-28 12:11:00,2011-01,United Kingdom,United Kingdom,Weekday,1521.1,462,8,13694,0.5549011718079969,True,False
552234,2011-05-06 16:01:00,2011-05,United Kingdom,United Kingdom,Weekday,1520.48,346,161,,0.5545529291363512,True,False
545216,2011-02-28 16:50:00,2011-02,United Kingdom,United Kingdom,Weekday,1520.38,369,177,,0.5544967609635052,True,False
540275,2011-01-06 12:11:00,2011-01,United Kingdom,United Kingdom,Weekday,1520.1100000000001,669,21,13680,0.5543451068968208,True,False
540276,2011-01-06 12:16:00,2011-01,United Kingdom,United Kingdom,Weekday,1520.11,669,21,14680,0.5543451068968207,True,False
567309,2011-09-19 13:39:00,2011-09,United Kingdom,United Kingdom,Weekday,1519.8,1788,1,12901,0.5541709855609979,True,False
548157,2011-03-29 13:27:00,2011-03,United Kingdom,United Kingdom,Weekday,1518.0,920,14,14298,0.5531599584497683,True,False
566400,2011-09-12 13:16:00,2011-09,United Kingdom,United Kingdom,Weekday,1517.54,848,92,17139,0.5529015848546762,True,False
566949,2011-09-15 16:32:00,2011-09,United Kingdom,United Kingdom,Weekday,1516.98,462,198,,0.5525870430867381,True,False
539044,2010-12-15 15:47:00,2010-12,United Kingdom,United Kingdom,Weekday,1516.95,535,65,15727,0.5525701926348844,True,False
541631,2011-01-20 10:47:00,2011-01,France,International,Weekday,1516.68,708,72,12637,0.5524185385681999,True,False
552229,2011-05-06 15:40:00,2011-05,United Kingdom,United Kingdom,Weekday,1514.98,609,250,,0.5514636796298164,True,False
574049,2011-11-02 13:40:00,2011-11,United Kingdom,United Kingdom,Weekday,1514.17,744,17,13316,0.5510087174297631,True,False
547830,2011-03-25 15:50:00,2011-03,United Kingdom,United Kingdom,Weekday,1513.46,307,162,,0.5506099234025559,True,False
552508,2011-05-09 16:27:00,2011-05,United Kingdom,United Kingdom,Weekday,1513.36,458,183,,0.5505537552297096,True,False
562688,2011-08-08 13:53:00,2011-08,United Kingdom,United Kingdom,Weekday,1510.49,985,163,13869,0.548941728669027,True,False
573266,2011-10-28 12:40:00,2011-10,United Kingdom,United Kingdom,Weekday,1510.3600000000001,711,28,15290,0.5488687100443271,True,False
564825,2011-08-30 12:26:00,2011-08,United Kingdom,United Kingdom,Weekday,1509.44,368,168,,0.5483519628541431,True,False
540691,2011-01-11 08:50:00,2011-01,United Kingdom,United Kingdom,Weekday,1508.6599999999999,686,44,17450,0.5479138511059435,True,False
550630,2011-04-19 14:49:00,2011-04,United Kingdom,United Kingdom,Weekday,1507.67,2621,65,14298,0.5473577861947673,True,False
570690,2011-10-11 16:37:00,2011-10,United Kingdom,United Kingdom,Weekday,1506.5,542,244,,0.5467006185724681,True,False
564646,2011-08-26 13:39:00,2011-08,United Kingdom,United Kingdom,Weekday,1506.2,360,55,,0.5465321140539298,True,False
