invoice_no,invoice_date,invoice_month,country,market_group,day_type,invoice_total,total_units,distinct_items,customer_id
560119,2011-07-15 10:21:00,2011-07,Poland,International,Weekday,448.1,140,16,12815
560120,2011-07-15 10:27:00,2011-07,United Kingdom,United Kingdom,Weekday,971.13,569,45,14907
560121,2011-07-15 10:33:00,2011-07,United Kingdom,United Kingdom,Weekday,9.65,3,2,
560122,2011-07-15 10:33:00,2011-07,United Kingdom,United Kingdom,Weekday,119.04,48,2,14332
560125,2011-07-15 10:44:00,2011-07,United Kingdom,United Kingdom,Weekday,136.68,63,53,18118
560145,2011-07-15 11:04:00,2011-07,United Kingdom,United Kingdom,Weekday,709.74,332,34,13381
560162,2011-07-15 11:21:00,2011-07,United Kingdom,United Kingdom,Weekday,10.0,1,1,
560180,2011-07-15 11:38:00,2011-07,United Kingdom,United Kingdom,Weekday,185.07,57,6,14640
560181,2011-07-15 11:45:00,2011-07,United Kingdom,United Kingdom,Weekday,118.71,45,5,16621
560182,2011-07-15 11:48:00,2011-07,United Kingdom,United Kingdom,Weekday,254.35,203,3,12971
560183,2011-07-15 11:48:00,2011-07,United Kingdom,United Kingdom,Weekday,105.6,132,3,12971
560184,2011-07-15 11:49:00,2011-07,United Kingdom,United Kingdom,Weekday,52.980000000000004,54,4,12971
560185,2011-07-15 11:50:00,2011-07,United Kingdom,United Kingdom,Weekday,542.4,744,11,14676
560186,2011-07-15 11:57:00,2011-07,United Kingdom,United Kingdom,Weekday,113.06,27,17,17266
560187,2011-07-15 12:05:00,2011-07,Canada,International,Weekday,550.94,1,1,17444
560188,2011-07-15 12:10:00,2011-07,United Kingdom,United Kingdom,Weekday,322.2,144,9,18229
560190,2011-07-15 12:33:00,2011-07,United Kingdom,United Kingdom,Weekday,168.20000000000002,74,10,15737
560191,2011-07-15 12:45:00,2011-07,United Kingdom,United Kingdom,Weekday,60.0,16,4,16203
560199,2011-07-15 12:58:00,2011-07,United Kingdom,United Kingdom,Weekday,358.56000000000006,144,1,17948
560200,2011-07-15 12:59:00,2011-07,United Kingdom,United Kingdom,Weekday,30.0,24,1,13184
560201,2011-07-15 13:09:00,2011-07,United Kingdom,United Kingdom,Weekday,329.30000000000007,86,4,17061
560202,2011-07-15 13:10:00,2011-07,Germany,International,Weekday,776.0500000000001,119,13,12712
560203,2011-07-15 13:13:00,2011-07,United Kingdom,United Kingdom,Weekday,471.56,285,24,15311
560204,2011-07-15 13:17:00,2011-07,United Kingdom,United Kingdom,Weekday,154.20000000000002,36,3,12971
560205,2011-07-15 13:55:00,2011-07,United Kingdom,United Kingdom,Weekday,16.5,10,1,17068
560207,2011-07-15 13:57:00,2011-07,United Kingdom,United Kingdom,Weekday,410.84999999999997,123,19,15301
560209,2011-07-15 14:05:00,2011-07,United Kingdom,United Kingdom,Weekday,1220.77,623,154,15004
560210,2011-07-15 14:20:00,2011-07,United Kingdom,United Kingdom,Weekday,107.39999999999999,20,8,14958
560211,2011-07-15 14:34:00,2011-07,Germany,International,Weekday,561.06,297,28,12621
560212,2011-07-15 14:58:00,2011-07,United Kingdom,United Kingdom,Weekday,180.42000000000002,118,28,14722
560217,2011-07-15 15:11:00,2011-07,United Kingdom,United Kingdom,Weekday,0.79,1,1,
560222,2011-07-15 15:28:00,2011-07,United Kingdom,United Kingdom,Weekday,231.39,165,18,14293
560223,2011-07-15 15:32:00,2011-07,United Kingdom,United Kingdom,Weekday,180.89,69,30,16904
560224,2011-07-15 16:06:00,2011-07,United Kingdom,United Kingdom,Weekday,400.76,248,45,14572
560225,2011-07-15 16:27:00,2011-07,United Kingdom,United Kingdom,Weekday,2929.35,930,379,
560228,2011-07-15 17:29:00,2011-07,United Kingdom,United Kingdom,Weekday,305.61,725,30,17750
560229,2011-07-17 10:39:00,2011-07,United Kingdom,United Kingdom,Weekend,155.3,114,11,14013
560230,2011-07-17 10:53:00,2011-07,Germany,International,Weekend,345.23,107,9,12600
560231,2011-07-17 10:55:00,2011-07,United Kingdom,United Kingdom,Weekend,250.95,133,9,13305
560232,2011-07-17 11:08:00,2011-07,United Kingdom,United Kingdom,Weekend,238.4,114,20,14810
560233,2011-07-17 11:10:00,2011-07,United Kingdom,United Kingdom,Weekend,245.44,475,47,16813
560234,2011-07-17 11:21:00,2011-07,United Kingdom,United Kingdom,Weekend,1885.1,1104,24,16180
560235,2011-07-17 11:26:00,2011-07,United Kingdom,United Kingdom,Weekend,189.58,118,9,14060
560236,2011-07-17 11:26:00,2011-07,United Kingdom,United Kingdom,Weekend,35.400000000000006,12,2,15206
560237,2011-07-17 11:27:00,2011-07,United Kingdom,United Kingdom,Weekend,49.550000000000004,13,3,15281
560238,2011-07-17 11:41:00,2011-07,United Kingdom,United Kingdom,Weekend,307.5,208,18,17725
560239,2011-07-17 11:50:00,2011-07,United Kingdom,United Kingdom,Weekend,1242.3799999999999,751,82,13507
560240,2011-07-17 11:59:00,2011-07,United Kingdom,United Kingdom,Weekend,216.37,96,25,15716
560241,2011-07-17 12:02:00,2011-07,United Kingdom,United Kingdom,Weekend,80.7,42,2,13967
560244,2011-07-17 12:14:00,2011-07,United Kingdom,United Kingdom,Weekend,266.81,240,55,16931
560245,2011-07-17 12:15:00,2011-07,Switzerland,International,Weekend,228.10999999999999,210,48,
560246,2011-07-17 12:17:00,2011-07,United Kingdom,United Kingdom,Weekend,1353.1000000000001,328,15,14292
560247,2011-07-17 12:18:00,2011-07,United Kingdom,United Kingdom,Weekend,111.9,34,5,14292
560248,2011-07-17 12:24:00,2011-07,United Kingdom,United Kingdom,Weekend,438.76,330,43,16255
560249,2011-07-17 12:26:00,2011-07,United Kingdom,United Kingdom,Weekend,201.25,236,28,17571
560250,2011-07-17 12:31:00,2011-07,United Kingdom,United Kingdom,Weekend,259.79,117,28,14659
560251,2011-07-17 12:32:00,2011-07,United Kingdom,United Kingdom,Weekend,383.2,215,55,17774
560252,2011-07-17 12:35:00,2011-07,United Kingdom,United Kingdom,Weekend,115.87,61,9,13468
560253,2011-07-17 12:52:00,2011-07,United Kingdom,United Kingdom,Weekend,535.59,199,22,13993
560254,2011-07-17 13:07:00,2011-07,United Kingdom,United Kingdom,Weekend,236.94,322,19,16678
560255,2011-07-17 13:08:00,2011-07,United Kingdom,United Kingdom,Weekend,783.9,380,70,16054
560256,2011-07-17 13:24:00,2011-07,United Kingdom,United Kingdom,Weekend,140.76,68,24,14462
560257,2011-07-17 13:25:00,2011-07,United Kingdom,United Kingdom,Weekend,810.09,703,17,13340
560258,2011-07-17 13:26:00,2011-07,United Kingdom,United Kingdom,Weekend,482.8,152,8,13340
560259,2011-07-17 13:29:00,2011-07,United Kingdom,United Kingdom,Weekend,541.4300000000001,723,41,13654
560260,2011-07-17 13:32:00,2011-07,United Kingdom,United Kingdom,Weekend,169.79,69,57,14044
560261,2011-07-17 13:35:00,2011-07,United Kingdom,United Kingdom,Weekend,207.16,138,21,12841
560262,2011-07-17 13:40:00,2011-07,United Kingdom,United Kingdom,Weekend,368.18,162,16,14224
560263,2011-07-17 13:41:00,2011-07,United Kingdom,United Kingdom,Weekend,89.26,76,4,16342
560264,2011-07-17 13:46:00,2011-07,United Kingdom,United Kingdom,Weekend,417.38,156,24,12833
560265,2011-07-17 13:48:00,2011-07,United Kingdom,United Kingdom,Weekend,413.38,499,22,17863
560266,2011-07-17 13:54:00,2011-07,United Kingdom,United Kingdom,Weekend,338.70000000000005,66,6,17389
560267,2011-07-17 14:05:00,2011-07,United Kingdom,United Kingdom,Weekend,129.5,32,6,13880
560268,2011-07-17 14:07:00,2011-07,United Kingdom,United Kingdom,Weekend,211.69,103,10,13880
560269,2011-07-17 14:32:00,2011-07,United Kingdom,United Kingdom,Weekend,148.16000000000003,76,4,16168
560270,2011-07-17 14:42:00,2011-07,United Kingdom,United Kingdom,Weekend,130.78,98,27,16744
560271,2011-07-17 14:51:00,2011-07,United Kingdom,United Kingdom,Weekend,341.35,193,82,16474
560272,2011-07-17 14:56:00,2011-07,France,International,Weekend,150.1,47,6,12691
560273,2011-07-17 14:59:00,2011-07,United Kingdom,United Kingdom,Weekend,372.3,210,22,14895
560274,2011-07-17 15:00:00,2011-07,United Kingdom,United Kingdom,Weekend,91.73,65,7,14895
560275,2011-07-17 15:08:00,2011-07,United Kingdom,United Kingdom,Weekend,15.0,4,1,14895
560276,2011-07-17 15:11:00,2011-07,United Kingdom,United Kingdom,Weekend,108.44,110,27,14606
560277,2011-07-17 15:24:00,2011-07,United Kingdom,United Kingdom,Weekend,114.14,54,9,15467
560278,2011-07-17 15:45:00,2011-07,United Kingdom,United Kingdom,Weekend,173.39,93,42,13610
560279,2011-07-17 15:47:00,2011-07,United Kingdom,United Kingdom,Weekend,173.65,63,9,14198
560280,2011-07-17 15:50:00,2011-07,United Kingdom,United Kingdom,Weekend,705.3000000000001,1002,6,16422
560281,2011-07-17 15:59:00,2011-07,United Kingdom,United Kingdom,Weekend,152.68,98,48,17984
560282,2011-07-18 08:21:00,2011-07,United Kingdom,United Kingdom,Weekday,277.12,100,14,14758
560283,2011-07-18 08:32:00,2011-07,EIRE,International,Weekday,277.07,151,16,
560284,2011-07-18 09:15:00,2011-07,United Kingdom,United Kingdom,Weekday,204.54,134,11,13705
560285,2011-07-18 09:21:00,2011-07,United Kingdom,United Kingdom,Weekday,675.7,382,29,14944
560286,2011-07-18 09:38:00,2011-07,United Kingdom,United Kingdom,Weekday,898.44,236,6,14062
560287,2011-07-18 09:49:00,2011-07,United Kingdom,United Kingdom,Weekday,115.49,43,17,13821
560288,2011-07-18 10:05:00,2011-07,United Kingdom,United Kingdom,Weekday,563.4200000000001,354,21,15845
560290,2011-07-18 10:17:00,2011-07,United Kingdom,United Kingdom,Weekday,332.03999999999996,50,32,
560291,2011-07-18 10:17:00,2011-07,United Kingdom,United Kingdom,Weekday,562.5,71,45,
560292,2011-07-18 10:19:00,2011-07,United Kingdom,United Kingdom,Weekday,321.45,46,30,
560293,2011-07-18 10:20:00,2011-07,United Kingdom,United Kingdom,Weekday,526.8,96,52,
560294,2011-07-18 10:20:00,2011-07,United Kingdom,United Kingdom,Weekday,148.37,20,14,
560295,2011-07-18 10:21:00,2011-07,United Kingdom,United Kingdom,Weekday,456.84,316,9,16681
560296,2011-07-18 10:21:00,2011-07,United Kingdom,United Kingdom,Weekday,500.34,82,36,
560297,2011-07-18 10:22:00,2011-07,United Kingdom,United Kingdom,Weekday,51.0,8,8,
560298,2011-07-18 10:26:00,2011-07,United Kingdom,United Kingdom,Weekday,645.35,90,50,
560299,2011-07-18 10:28:00,2011-07,United Kingdom,United Kingdom,Weekday,747.78,676,31,17593
560300,2011-07-18 10:29:00,2011-07,EIRE,International,Weekday,800.46,1202,67,14911
560302,2011-07-18 10:43:00,2011-07,United Kingdom,United Kingdom,Weekday,47.7,6,1,14397
560305,2011-07-18 10:49:00,2011-07,United Kingdom,United Kingdom,Weekday,235.35000000000002,149,38,16511
560355,2011-07-18 11:37:00,2011-07,United Kingdom,United Kingdom,Weekday,114.55,17,6,15906
560356,2011-07-18 11:41:00,2011-07,United Kingdom,United Kingdom,Weekday,333.11,97,13,16875
560357,2011-07-18 11:42:00,2011-07,United Kingdom,United Kingdom,Weekday,183.5,84,11,15527
560359,2011-07-18 11:47:00,2011-07,United Kingdom,United Kingdom,Weekday,337.43,298,92,14159
560360,2011-07-18 11:55:00,2011-07,Singapore,International,Weekday,3949.32,2160,75,12744
560361,2011-07-18 11:58:00,2011-07,United Kingdom,United Kingdom,Weekday,272.81,179,19,13488
560362,2011-07-18 11:59:00,2011-07,United Kingdom,United Kingdom,Weekday,150.78,138,10,13488
560363,2011-07-18 12:05:00,2011-07,France,International,Weekday,131.5,83,10,12589
560364,2011-07-18 12:15:00,2011-07,United Kingdom,United Kingdom,Weekday,1585.94,480,33,16705
560366,2011-07-18 12:19:00,2011-07,United Kingdom,United Kingdom,Weekday,487.96999999999997,451,34,16859
560367,2011-07-18 12:20:00,2011-07,United Kingdom,United Kingdom,Weekday,12.75,1,1,
560368,2011-07-18 12:25:00,2011-07,United Kingdom,United Kingdom,Weekday,728.0600000000001,384,113,17841
560373,2011-07-18 12:30:00,2011-07,United Kingdom,United Kingdom,Weekday,4287.63,1,1,
560381,2011-07-18 12:42:00,2011-07,United Kingdom,United Kingdom,Weekday,378.16,160,13,14733
560382,2011-07-18 12:49:00,2011-07,United Kingdom,United Kingdom,Weekday,119.39999999999999,12,1,17389
560383,2011-07-18 12:52:00,2011-07,United Kingdom,United Kingdom,Weekday,314.15000000000003,143,13,16762
560385,2011-07-18 12:53:00,2011-07,United Kingdom,United Kingdom,Weekday,303.29,145,60,14583
560387,2011-07-18 13:00:00,2011-07,United Kingdom,United Kingdom,Weekday,179.41,109,18,14667
560392,2011-07-18 13:30:00,2011-07,United Kingdom,United Kingdom,Weekday,217.6,430,8,13911
560393,2011-07-18 13:33:00,2011-07,United Kingdom,United Kingdom,Weekday,470.25,465,49,14808
560394,2011-07-18 13:35:00,2011-07,United Kingdom,United Kingdom,Weekday,556.58,310,39,14390
560397,2011-07-18 14:04:00,2011-07,United Kingdom,United Kingdom,Weekday,364.14,204,21,17652
560398,2011-07-18 14:10:00,2011-07,France,International,Weekday,1734.58,838,32,12731
560410,2011-07-18 14:28:00,2011-07,United Kingdom,United Kingdom,Weekday,530.47,287,31,17213
560411,2011-07-18 14:29:00,2011-07,United Kingdom,United Kingdom,Weekday,550.64,1,1,
560412,2011-07-18 14:32:00,2011-07,United Kingdom,United Kingdom,Weekday,207.94,132,27,12748
560413,2011-07-18 14:33:00,2011-07,United Kingdom,United Kingdom,Weekday,550.64,1,1,13564
560415,2011-07-18 14:36:00,2011-07,United Kingdom,United Kingdom,Weekday,304.52,136,17,15152
560416,2011-07-18 14:40:00,2011-07,United Kingdom,United Kingdom,Weekday,21.72,28,2,14798
560417,2011-07-18 14:56:00,2011-07,United Kingdom,United Kingdom,Weekday,147.18,108,9,16011
560419,2011-07-18 15:03:00,2011-07,United Kingdom,United Kingdom,Weekday,717.23,1,1,
560421,2011-07-18 15:13:00,2011-07,United Kingdom,United Kingdom,Weekday,1592.49,1,1,
560422,2011-07-18 15:14:00,2011-07,United Kingdom,United Kingdom,Weekday,300.18,162,17,16746
560426,2011-07-18 15:15:00,2011-07,United Kingdom,United Kingdom,Weekday,370.1,200,20,14038
560431,2011-07-18 15:23:00,2011-07,United Kingdom,United Kingdom,Weekday,611.86,1,1,
560432,2011-07-18 15:39:00,2011-07,United Kingdom,United Kingdom,Weekday,484.1,198,15,13327
560433,2011-07-18 15:49:00,2011-07,United Kingdom,United Kingdom,Weekday,1721.77,582,238,
560434,2011-07-18 15:56:00,2011-07,United Kingdom,United Kingdom,Weekday,2953.59,1193,443,
560437,2011-07-18 16:05:00,2011-07,United Kingdom,United Kingdom,Weekday,218.62,100,15,13940
560438,2011-07-18 16:06:00,2011-07,United Kingdom,United Kingdom,Weekday,294.92,1,1,
560439,2011-07-18 16:08:00,2011-07,United Kingdom,United Kingdom,Weekday,705.45,1,1,
560441,2011-07-18 16:57:00,2011-07,United Kingdom,United Kingdom,Weekday,165.20000000000002,24,6,14029
560442,2011-07-18 16:59:00,2011-07,United Kingdom,United Kingdom,Weekday,120.23,36,14,15860
560443,2011-07-18 17:10:00,2011-07,United Kingdom,United Kingdom,Weekday,201.96,202,7,14776
560444,2011-07-18 17:15:00,2011-07,United Kingdom,United Kingdom,Weekday,443.40000000000003,302,64,13764
560445,2011-07-19 09:08:00,2011-07,EIRE,International,Weekday,11134.34,5726,60,14156
560446,2011-07-19 09:10:00,2011-07,EIRE,International,Weekday,532.3199999999999,496,3,14156
560447,2011-07-19 09:24:00,2011-07,United Kingdom,United Kingdom,Weekday,525.03,229,13,13756
560448,2011-07-19 09:29:00,2011-07,United Kingdom,United Kingdom,Weekday,576.0,352,23,12840
560449,2011-07-19 09:31:00,2011-07,United Kingdom,United Kingdom,Weekday,335.09999999999997,220,14,14732
560450,2011-07-19 09:49:00,2011-07,United Kingdom,United Kingdom,Weekday,90.0,72,3,14117
560451,2011-07-19 09:50:00,2011-07,EIRE,International,Weekday,1527.0,762,68,14911
560452,2011-07-19 09:51:00,2011-07,France,International,Weekday,99.6,33,5,12682
560453,2011-07-19 09:52:00,2011-07,United Kingdom,United Kingdom,Weekday,1198.3799999999999,868,53,13209
560454,2011-07-19 10:06:00,2011-07,United Kingdom,United Kingdom,Weekday,224.3,84,14,12947
560469,2011-07-19 10:40:00,2011-07,United Kingdom,United Kingdom,Weekday,220.15,37,1,12971
560473,2011-07-19 10:42:00,2011-07,Australia,International,Weekday,483.02000000000004,174,23,12431
560483,2011-07-19 10:49:00,2011-07,United Kingdom,United Kingdom,Weekday,355.53999999999996,350,15,12955
560491,2011-07-19 10:51:00,2011-07,Australia,International,Weekday,158.65,97,57,12415
560494,2011-07-19 10:51:00,2011-07,United Kingdom,United Kingdom,Weekday,20.4,24,1,
560499,2011-07-19 11:03:00,2011-07,United Kingdom,United Kingdom,Weekday,460.14,371,32,16713
560500,2011-07-19 11:08:00,2011-07,United Kingdom,United Kingdom,Weekday,131.66,52,14,17975
560501,2011-07-19 11:08:00,2011-07,United Kingdom,United Kingdom,Weekday,91.4,92,4,16475
560503,2011-07-19 11:40:00,2011-07,United Kingdom,United Kingdom,Weekday,362.82,166,19,17682
560504,2011-07-19 11:47:00,2011-07,United Kingdom,United Kingdom,Weekday,4406.61,3089,178,13081
560523,2011-07-19 11:56:00,2011-07,United Kingdom,United Kingdom,Weekday,64.8,48,2,15462
560527,2011-07-19 11:57:00,2011-07,United Kingdom,United Kingdom,Weekday,470.95,372,30,15727
560534,2011-07-19 12:10:00,2011-07,EIRE,International,Weekday,390.98,257,25,14911
560535,2011-07-19 12:13:00,2011-07,United Kingdom,United Kingdom,Weekday,242.91,367,13,13167
560536,2011-07-19 12:15:00,2011-07,United Kingdom,United Kingdom,Weekday,123.15,81,7,16626
560537,2011-07-19 12:19:00,2011-07,United Kingdom,United Kingdom,Weekday,323.09,248,34,17779
560538,2011-07-19 12:19:00,2011-07,United Kingdom,United Kingdom,Weekday,306.4,192,18,16128
560539,2011-07-19 12:19:00,2011-07,United Kingdom,United Kingdom,Weekday,513.48,408,25,16745
560544,2011-07-19 12:37:00,2011-07,Germany,International,Weekday,60.650000000000006,25,4,12569
560545,2011-07-19 12:38:00,2011-07,Germany,International,Weekday,105.6,57,6,12569
560546,2011-07-19 12:38:00,2011-07,United Kingdom,United Kingdom,Weekday,232.05,39,2,17867
560547,2011-07-19 12:39:00,2011-07,United Kingdom,United Kingdom,Weekday,614.2,241,29,17419
560548,2011-07-19 12:42:00,2011-07,United Kingdom,United Kingdom,Weekday,121.38000000000001,42,1,17867
560549,2011-07-19 12:43:00,2011-07,Finland,International,Weekday,653.9,188,9,12664
560551,2011-07-19 12:47:00,2011-07,United Kingdom,United Kingdom,Weekday,109.01,50,23,18041
560552,2011-07-19 12:54:00,2011-07,United Kingdom,United Kingdom,Weekday,750.93,505,40,15311
560553,2011-07-19 12:58:00,2011-07,United Kingdom,United Kingdom,Weekday,126.35,83,7,13991
560554,2011-07-19 13:01:00,2011-07,United Kingdom,United Kingdom,Weekday,358.57,207,12,16232
560555,2011-07-19 13:01:00,2011-07,United Kingdom,United Kingdom,Weekday,99.45,112,47,14178
560557,2011-07-19 13:05:00,2011-07,United Kingdom,United Kingdom,Weekday,110.23,25,13,18101
560562,2011-07-19 13:34:00,2011-07,United Kingdom,United Kingdom,Weekday,185.55,91,10,15713
560566,2011-07-19 13:45:00,2011-07,Germany,International,Weekday,431.66,194,30,12662
560567,2011-07-19 13:57:00,2011-07,United Kingdom,United Kingdom,Weekday,3342.95,741,82,
560568,2011-07-19 14:03:00,2011-07,United Kingdom,United Kingdom,Weekday,554.84,248,30,13895
560569,2011-07-19 14:04:00,2011-07,Germany,International,Weekday,557.6800000000001,334,37,12480
560570,2011-07-19 14:28:00,2011-07,United Kingdom,United Kingdom,Weekday,36.56,40,4,16112
560571,2011-07-19 14:29:00,2011-07,United Kingdom,United Kingdom,Weekday,729.0699999999999,464,34,17735
560573,2011-07-19 14:47:00,2011-07,United Kingdom,United Kingdom,Weekday,112.35,1,1,
560575,2011-07-19 14:58:00,2011-07,United Kingdom,United Kingdom,Weekday,106.4,1,1,
560576,2011-07-19 14:59:00,2011-07,United Kingdom,United Kingdom,Weekday,202.07,110,27,17287
560577,2011-07-19 15:07:00,2011-07,United Kingdom,United Kingdom,Weekday,471.27000000000004,173,14,18223
560579,2011-07-19 15:13:00,2011-07,United Kingdom,United Kingdom,Weekday,566.13,241,48,15867
560580,2011-07-19 15:23:00,2011-07,United Kingdom,United Kingdom,Weekday,8801.51,2565,84,14088
560581,2011-07-19 15:29:00,2011-07,United Kingdom,United Kingdom,Weekday,611.76,1074,6,12901
560582,2011-07-19 15:30:00,2011-07,United Kingdom,United Kingdom,Weekday,49.470000000000006,291,1,12875
560584,2011-07-19 15:38:00,2011-07,United Kingdom,United Kingdom,Weekday,112.74,32,28,13827
560586,2011-07-19 15:48:00,2011-07,United Kingdom,United Kingdom,Weekday,667.2,96,1,13631
560587,2011-07-19 15:49:00,2011-07,United Kingdom,United Kingdom,Weekday,60.0,10,1,13631
560590,2011-07-19 15:55:00,2011-07,Germany,International,Weekday,1292.31,812,76,12560
560591,2011-07-19 16:28:00,2011-07,United Kingdom,United Kingdom,Weekday,1.65,1,1,
560592,2011-07-19 16:36:00,2011-07,United Kingdom,United Kingdom,Weekday,557.6800000000001,296,2,13225
560595,2011-07-19 16:45:00,2011-07,United Kingdom,United Kingdom,Weekday,814.48,868,5,16656
560596,2011-07-19 16:48:00,2011-07,United Kingdom,United Kingdom,Weekday,186.20000000000002,172,4,13199
560597,2011-07-19 16:54:00,2011-07,United Kingdom,United Kingdom,Weekday,326.4,128,2,13798
560598,2011-07-19 17:02:00,2011-07,United Kingdom,United Kingdom,Weekday,310.45,63,14,17096
560599,2011-07-19 17:04:00,2011-07,United Kingdom,United Kingdom,Weekday,191.16,3186,1,14609
560601,2011-07-19 17:17:00,2011-07,United Kingdom,United Kingdom,Weekday,176.68,95,72,16764
560602,2011-07-20 08:48:00,2011-07,United Kingdom,United Kingdom,Weekday,336.36,222,20,13629
560603,2011-07-20 08:59:00,2011-07,United Kingdom,United Kingdom,Weekday,300.65,173,19,18180
560604,2011-07-20 09:23:00,2011-07,United Kingdom,United Kingdom,Weekday,464.71999999999997,248,5,15251
560605,2011-07-20 09:30:00,2011-07,United Kingdom,United Kingdom,Weekday,611.24,712,4,17306
560606,2011-07-20 10:08:00,2011-07,United Kingdom,United Kingdom,Weekday,293.07,321,19,17422
560607,2011-07-20 10:15:00,2011-07,Spain,International,Weekday,301.52,59,4,12510
560634,2011-07-20 10:51:00,2011-07,United Kingdom,United Kingdom,Weekday,421.44,360,12,16133
560635,2011-07-20 10:51:00,2011-07,Germany,International,Weekday,599.68,309,38,12521
560640,2011-07-20 10:59:00,2011-07,United Kingdom,United Kingdom,Weekday,313.76,64,4,13854
560641,2011-07-20 11:00:00,2011-07,United Kingdom,United Kingdom,Weekday,111.96,36,2,15587
560642,2011-07-20 11:07:00,2011-07,United Kingdom,United Kingdom,Weekday,329.65,174,9,17866
560644,2011-07-20 11:22:00,2011-07,United Kingdom,United Kingdom,Weekday,435.79,343,40,16271
560646,2011-07-20 11:28:00,2011-07,United Kingdom,United Kingdom,Weekday,2365.91,581,7,18102
560648,2011-07-20 11:33:00,2011-07,United Kingdom,United Kingdom,Weekday,710.25,175,7,18102
560650,2011-07-20 11:38:00,2011-07,United Kingdom,United Kingdom,Weekday,456.66999999999996,417,88,15529
560651,2011-07-20 11:38:00,2011-07,United Kingdom,United Kingdom,Weekday,451.42,1,1,15802
560658,2011-07-20 11:42:00,2011-07,United Kingdom,United Kingdom,Weekday,451.42,1,1,
560686,2011-07-20 11:50:00,2011-07,United Kingdom,United Kingdom,Weekday,385.57,207,15,15632
560688,2011-07-20 11:54:00,2011-07,United Kingdom,United Kingdom,Weekday,153.34,89,19,16393
560689,2011-07-20 11:55:00,2011-07,United Kingdom,United Kingdom,Weekday,312.9,114,27,15039
560690,2011-07-20 12:00:00,2011-07,United Kingdom,United Kingdom,Weekday,469.76,299,30,16807
560691,2011-07-20 12:00:00,2011-07,United Kingdom,United Kingdom,Weekday,533.04,335,29,13136
560692,2011-07-20 12:01:00,2011-07,United Kingdom,United Kingdom,Weekday,106.75,52,34,14704
560693,2011-07-20 12:01:00,2011-07,United Kingdom,United Kingdom,Weekday,119.18,66,6,13136
560694,2011-07-20 12:05:00,2011-07,Portugal,International,Weekday,835.65,457,28,12757
560695,2011-07-20 12:08:00,2011-07,United Kingdom,United Kingdom,Weekday,785.0,556,5,14101
560696,2011-07-20 12:14:00,2011-07,United Kingdom,United Kingdom,Weekday,111.49000000000001,45,31,14606
560697,2011-07-20 12:16:00,2011-07,United Kingdom,United Kingdom,Weekday,227.92000000000002,368,12,14401
560698,2011-07-20 12:29:00,2011-07,United Kingdom,United Kingdom,Weekday,664.83,213,16,16353
560700,2011-07-20 12:38:00,2011-07,United Kingdom,United Kingdom,Weekday,157.71,108,32,17229
560701,2011-07-20 12:45:00,2011-07,United Kingdom,United Kingdom,Weekday,289.2,241,27,16729
560710,2011-07-20 12:51:00,2011-07,Netherlands,International,Weekday,26.02,10,10,14646
560711,2011-07-20 12:58:00,2011-07,United Kingdom,United Kingdom,Weekday,193.23,114,55,17841
560712,2011-07-20 13:06:00,2011-07,United Kingdom,United Kingdom,Weekday,116.13,76,40,14456
560713,2011-07-20 13:09:00,2011-07,United Kingdom,United Kingdom,Weekday,160.8,56,11,16774
560714,2011-07-20 13:10:00,2011-07,United Kingdom,United Kingdom,Weekday,26.25,20,13,14456
560715,2011-07-20 13:21:00,2011-07,United Kingdom,United Kingdom,Weekday,132.95000000000002,47,7,13549
560716,2011-07-20 13:26:00,2011-07,United Kingdom,United Kingdom,Weekday,1532.76,600,70,17675
560718,2011-07-20 13:30:00,2011-07,United Kingdom,United Kingdom,Weekday,1682.5900000000001,1005,26,17677
560720,2011-07-20 13:31:00,2011-07,United Kingdom,United Kingdom,Weekday,17.0,2,1,17677
560721,2011-07-20 13:32:00,2011-07,United Kingdom,United Kingdom,Weekday,29.759999999999998,24,2,17677
560723,2011-07-20 13:53:00,2011-07,United Kingdom,United Kingdom,Weekday,380.33,310,88,16464
560724,2011-07-20 13:55:00,2011-07,United Kingdom,United Kingdom,Weekday,534.34,464,29,16186
560725,2011-07-20 13:56:00,2011-07,United Kingdom,United Kingdom,Weekday,59.699999999999996,54,4,16186
560726,2011-07-20 14:16:00,2011-07,United Kingdom,United Kingdom,Weekday,102.41,127,33,17962
560727,2011-07-20 14:33:00,2011-07,United Kingdom,United Kingdom,Weekday,126.58,148,23,13571
560728,2011-07-20 14:38:00,2011-07,Germany,International,Weekday,348.29,154,19,12520
560729,2011-07-20 14:39:00,2011-07,United Kingdom,United Kingdom,Weekday,5433.57,3237,50,17511
560731,2011-07-20 14:54:00,2011-07,United Kingdom,United Kingdom,Weekday,163.68,168,11,16149
560732,2011-07-20 14:55:00,2011-07,United Kingdom,United Kingdom,Weekday,339.38,195,50,14056
560734,2011-07-20 14:58:00,2011-07,United Kingdom,United Kingdom,Weekday,990.0,360,1,15298
560736,2011-07-20 15:33:00,2011-07,United Kingdom,United Kingdom,Weekday,345.14,190,13,15260
560742,2011-07-20 15:44:00,2011-07,United Kingdom,United Kingdom,Weekday,312.9,139,16,14755
560754,2011-07-20 15:56:00,2011-07,United Kingdom,United Kingdom,Weekday,310.82,496,13,17754
560755,2011-07-20 16:00:00,2011-07,United Kingdom,United Kingdom,Weekday,343.35,141,2,
